id,Mobile_Companny,Mobile_Name,Whats_new,Chip,Colors,Cpu,Dimensions,Gpu,Resolution,Size,Weight,price_in_pkr,price_in_usd,rating,OS,imagepath1,imagepath2,battery,back_camera
201,QMobile,Qmobile_Noir-X40,"QMobile Noir X40 - The Smarter Side of You!

QMobile reveals hot Noir X40 for a much richer and powerful user experience based on seamless multitasking. Loaded with every useful basic smartphone feature on the planet, QMobile Noir X40 also packs support for 2 SIM cards making it a reliable assistant and friend whether you are a hard working business man or simply a student. QMobile Noir X40's latest edition is a mini-computer in addition to its primary function of communication and is equipped with so many other options that will amaze even the discerning user. Firstly, this QMobile Noir X is based on a modern Android 4.0.4 platform , which allows maximum mobility and availability of business and leisure applications to keep you going, nonstop. QMobile's Noir X40 means business only no matter what you throw at it, A Fast 1.0 GHz processor will provide sufficient speed and functionality to tackle with every professional matter at work. QMobile X40  is equipped with a long lasting Li-lon 1700 mAh battery bank which is the second most high-capacity battery in the company's new family. QMobile Noir guarantees up to 7 hours of continuous  audio conversation and about 500 hours of pure standby time without recharging. you will be truly amazed by the advanced features of Noir's X40, the built-in QMobiled camera carrying 2.0 megapixels sensor on the rear lets you take brilliantly sharp and breath holding images and videos with LED flash. The digital zoom on QMobiles Noir X40 along with four shooting modes, packs all kinds of different sets of special effects that'll provide you the opportunity to express your creativity with all its glory. Q Mobiles Noir X40 lets you achieve all of this, Due to the vast multitude of applications and entertainment set in the mobile phone, such as FM-radio, GPS, Facebook, twitter, uBank and more, you can always get Noired to escape from the burdensome everyday worries.",NULL,Black,1.0 GHz Dual-core,N/a,NULL,854 x 480 pixels,4.5,0,6990,67,4.0,Android 4.4 (Kit Kat),,,1700 mAh,"2 MP, LED Flash"
200,QMobile,Qmobile_Black-Two,"QMobile Black Two - Star With Special Powers! 
QMobile is uncovering Black Two just with in next few days and according to our insider information company is working on a new device and the name of device that pops out is QMobile Black Two which is spectacular phone and it is carrying unique features that will help you a lot in performance and make it easy to perform all tasks with in a minute. QMobile Black Two's design did not get any unique changes but still it look amazing and stunning while carrying this smartphone in your hands. After its introduction and looks now it is time to discus about QMobile Black B series. This series is introduced at such time when this brand is on its peak days and it is time when it is going to be famous and QMobile's Black Two is next healthy addition to the family of this series. Display size of the smartphone is 5.0 inches where inside IPS panel is used to bring every thing to life in QMobile Two. Multi-touch is another handy feature that helps display to recognize more then one pressure points on the screen and it is going to help a lot while playing games. QMobile Black is filled with QMobiled spirit and you can get the feeling that you are being Blacked with some kind of special force when you are using this phone. Engine is the main part of Black's Two that keeps the system alive and working and it consist of 1.2 GHz quad core processor which is joined with 1GB of RAM for seamless multi-tasking. QMobiles Black Two inherited 8GB memory to accommodate the latest Android OS v6.0 Marshmallow. It also packed an extra micro SD card slot that will help you to expand storage of Q Mobiles Black Two up to 32.",NULL,Various,1.2 Ghz Quad Core,N/A,NULL,NULL,5.0,0,6999,67,0.0,Android v6.0 Marshmallow,,,Removable,"5 MP, autofocus, LED flash"
199,QMobile,Qmobile_Noir-i2-Power,"QMobile Noir i2 Power - Feel The Power And Durability! 
QMobile is revealing Noir i2 Power for those users who want fabulous device with in very reasonable price. This Pakistani brand has helped many peoples to buy smartphones with in their budget. Now QMobile Noir i2 Power has just showed its face to compensate those users that are affected by the high prices of other brands in Pakistan. In term of design we can say that QMobile's Noir i2 Power has ability to impress an ordinary person while display is consist of 4.5 inch HD IPS display which is equipped with multi-touch support and 16M colors also. QMobile Noir i2's engine is also powerful that houses 1.2 GHz processor for processing of data while 2 GB of RAM is also hired to manage multi-tasking and apps of QMobile i2 Power. 8 GB ROM is allotted for habitation of built-in applications along with android OS v5.1 lollipop that used to manage all your works and provide you QMobiled experience in all QMobile Noir I series. Dual SIM card slots are attached to the main frame while the both SIM cards works side by side and they are also 3G activated that provides perfect speed for streaming. QMobile Noir has 5 MP camera on its back which is armed with f2.2 aperture that will help you to easily zoom in while taking pictures from distance while 2 MP camera is installed on front of Noir's i2 Power which is perfect for taking selfies when you are traveling with your friends or family.  Front LCD of is protected by corning gorilla glass that makes the screen of QMobiles Noir i2 Power indestructible no matter from which height it will fall from your hands. 3000 mAh battery has Noired the user experience because it provide long lasting battery time to Q Mobiles Noir i2 Power while listening music or watching movies.",NULL,Various,1.3 GHZ Quad-Core,N/a,NULL,Sensors: Accelerometer,4.5,0,6999,67,4.1,"Android OS, v5.1 (Lollipop)",,,3000 mAh,"5 MP, autofocus, LED flash, Video (1080p@30fps), 2ndry 2 MP"
198,QMobile,Qmobile_Noir-i7i-Pro,"QMobile Noir i7i Pro - Perfect Life Partner!
QMobile has finished Noir i7i Pro manufacturing and now they have launched this device all across the Pakistan to give access to all those low budget smartphone lovers in shape of QMobile Noir i7i Pro who cannot afford high-end expensive devices. This phone has glossy looks while there is a lot of functions which you cannot see in expensive devices. QMobile Noir is filled with QMobiled spirit and its rocking 5.0 inch display is so sharp that you will get the perfect display from its each and every corner. QMobile Noir i7i's 1.2 GHz quad-core processor has Noired the speed of processing where 1GB RAM is attached to chipset to handle the multi-tasking of latest QMobile's Noir i7i Pro. 8 GB of built-in storage is added to the combo which is used for housing of applications and all other info randomly. A dedicated micro SD card slot is installed inside QMobile i7i Pro that will expand the memory up to 64GB with help of secure data card. Android operating system v6.0 marshmallow is running inside that keeps everything in order. QMobile Noir I series is really a big shot by native company and people really admiring the glossy design of smartphone where the price is quite low as compare to looks of Noir's i7i Pro. Dual SIM card slots are embedded inside chassis of handset where both of them are 3G active and both give perfect speed for streaming of online videos. QMobiles Noir i7i Pro has hires 5 MP for its back that takes perfect images while 2 MP camera is plotted on the front side of device that take perfect selfies on the go. Q Mobiles Noir i7i Pro is available right next to your local market for only 7500 in Pakistani rupees",NULL,Various,1.2 GHZ Quad-Core,N/a,NULL,NULL,5.0,0,7100,68,3.0,Android OS V6.0 (Marshmallow),,,2100 mAh,"5 MP, autofocus, LED Flash"
197,QMobile,Qmobile_Noir-LT300,"QMobile Noir LT300 - 4G LTE For All! 
QMobile is unmasking Noir LT300 which is a mid-range device and it is going to help those smartphone users who cannot afford high-end smartphone due to small budget and due to other limitation. QMobile Noir LT series is price friendly series which helps a lot to improve the living of an ordinary person by giving him an affordable smartphone with in its budget. QMobile Noir LT300 bringing 4.5 inch display equipped with IPS tech to make the display look more stunning and amazing from all of its angles. 16M colors are used to brighten QMobile Noir LT300's display where multi-touch plays key role in sensing the multi pressure points over the screen. Behind a successful and optimum performance of QMobile's Noir LT300 1.3 GHz processor with chipset makes sure that device will keep running along with saving the battery to stay up for a longer time while 1 GB RAM of QMobile LT300 has Noired all kind of multi-tasking as compare to other devices from this brand. Capacious 8 GB of internal memory is full of QMobiled spirit so you can install lots of things in QMobile Noir without facing storage problem. Dedicated micro SD card slot is also embedded to give you extra space with help of SD card and it will expand the storage of Noir's LT300 up to 32 GB. Power bank of the smartphone is 2000 mAh that keeps the system alive to perform well all the time. 5 MP camera of the QMobiles Noir LT300 is perfect choice for high end photography while on the front side 2 MP camera is placed which is going to be a smart choice for clicking selfies with latest Q Mobiles Noir LT300.",NULL,"Gold, Coffee",1.3 GHz Quad Core,NULL,NULL,NULL,4.5,0,7250,70,0.0,Android v7.0 Nougat,,,"2000 mAh (Removable, Li-ion)","5 MP, autofocus, LED flash"
196,QMobile,Qmobile_Noir-W40,"QMobile Noir W40 - Get Used To Power!
QMobile proudly presenting Noir W40 with a solid boom. The novelty happens to pack a supersonic Quad core 1.2GHz processor so that you can multi task much easier than ever before. QMobile Noir W40 makes you incharge of your very existence and puts your life into your hands, With a vibrant 5.0 inch adrenaline stimulating display that got fixed into a minimal design QMobile Noir W40's extra bright LCD makes the life come double alive like it's going to come out of the screen. where else in the universe could you get a slim and stylish Dual-SIM third generation handset like QMobile Noir X and that too in just seven thousand, two hundred and fifty Pakistani rupees? I am pretty damn sure that you would not have any answer to this question and that makes QMobile's Noir W40 a budget smartphone, characterized by a large screen of 5.0 inches with an average resolution of 540x960 pixels, enough to provide an excellent image quality. This very device aka QMobile W40 is a perfectly Noired solution for those who are looking for a smartphone the could manage to operate at an unbelievably acceptable cost. Now lets look at the specifications in detail. His royal highness of QMobile Noir family claims bigger motives yet packs merely 512 MB of RAM, tied together with a high performance Spreadtrum SC7731 processor, Noir's W40 produces sufficient QMobiled power to ensure proper efficiency of the device. The battery capacity is 1800 mAh which is just about average and not anything we can much brag about.QMobiles Noir W40 handset's solid presence in the local market today depicts quite an interesting ratio of quality and cost. And yes, both can surely be bundled together. Q Mobiles Noir W40 also has front and rear cameras, so you can capture interesting moments at ease.",NULL,Various,1.2 GHZ Quad-Core,N/a,NULL,NULL,5.0,0,7250,70,2.5,Android V5.1 (Lollipop),,,1800 mAh,"2 MP, autofocus, LED Flash"
195,QMobile,Qmobile_Noir-X700-Pro-Lite,"QMobile Noir X700 Pro Lite - Perfect Companion For Your Work And Entertainment! 
QMobile introduced extraordinary Noir X700 Pro Lite for those smartphone lovers that want high end phone in very reasonable price. Not only that design is also much improved as compared its previous devices. In the matter of design QMobile Noir X700 Pro Lite is looking so nice in teaser images that anyone can get attracted towards such slim and gorgeous phone. Edges are finished with extra care so the user of QMobile X700 Pro Lite will get the Noired feeling while using 5 inches brilliant IPS capacitive LCD display that can be easily handled by one hand. Such amazing and crystal clear display is fixed on QMobile Noir X700 Pro Lite's front which is filled with16M colors to makes display look more vibrant. Multi touch support is also embedded to screen that come handy while zooming images on the screen of QMobile's Noir X700 Pro Lite. Every car need a powerful engine and same like that this phone is equipped with the fastest Quad-core 1.3 GHz processor that take the help of 1 GB of RAM to run different apps in QMobile Noir at the same time. Next in line is 8 GB built-in storage of phone that used to install apps and videos simultaneously. A dedicated micro SD slot is also installed on Noir's X700 Pro Lite to expand the memory up to 64GB. Dual SIM slots are  filled with QMobiled spirit to provide you the full service of both networks at the same time. QMobile Noir X series is unique in many ways and now it is getting better and better with the launch of each single new mobile. Android OS v6.0 marshmallow is active inside the phone to make QMobiles Noir X700 Pro Lite more easy to use. 2000 mAh battery is stuffed inside the phone that can easily give the backup time of more then 2 days. So far the revealed specs shows that Q Mobiles Noir X700 Pro Lite is the best phone in the given price.",NULL,"Black, White","1.3 GHZ Quad-Core, MediaTek MT6580MGPU: Mali-400mp",144 x 72 x 8.4 mm,NULL,"480 x 854 pixels 196 PPISensors: Accelerometer, Magnetic",5.0,165,7500,72,2.2,Android V6.0 (Marshmallow),,,2000 mAh,"5 MP, autofocus, LED flash, Geo-tagging, Panorama, HDR, face beauty, Video 30fps, 2ndry 5 MP"
194,QMobile,Qmobile_Noir-i6i,"QMobile Noir i6i - Ultimate
Android Experience!

QMobile presents sensational Noir i6i smartphone, packed with a powerful quad-core processor and an amazing display. Stuffed with 786 megabytes of RAM along with 4 gigabytes of internal storage QMobile Noir i6i runs on Android lollipop operating system carrying a huge display of 5.0 inches which is a dream come true for watching movies or playing games. QMobile Noir i6i's soul existence is based on providing the users with an ultimate android experience. Phone is designed in such a way that it seems pretty slim, smart and
powerful in hand. QMobile Noir i family is already popular for its extreme design and powerful hardware and this new addition to the series reassures the customers of a top-notch reliability with high-quality components. QMobile's Noir i6i comes with Dual Sim option so that you can stay connected with your family and your business at a same time. Equipped with a powerful 2.0 megapixel front Noired camera for amazing selfies, QMobile i6i also have a 5.0 megapixel main camera on the back to capture
all your life highlights. A Quad-Core processor clocked at 1.3GHZ allows you to enjoy every application smoothly without any lags. QMobile Noir lets you configure a long list of most used apps apps for an instant multi window access, using a new split-screen multitasking system that actually makes sense. Noir's i6i lets you save all of your favourite applications, videos and Pictures in your mobile easily as it has a huge built in storage of 4GB. You can also expand the memory further on QMobiles Noir i6i with the help of an external microSD memory card. Equipped with magnetic, light and gravity sensors to  brighten your busy days and illuminate your boring nights, Q Mobiles Noir i6i packs enhanced 3G surfing so that you can stream and watch online movies directly on your phone. Play multiplayer 3D games and listen to QMobiled songs on the go.",NULL,Black,1.3 GHZ Quad-Core,145.2 x 73.2 x 9.05mm,NULL,854 x 480 pixels,5.0,0,7500,72,4.2,Android 5.0 (Lollipop),,,1800 mAh,"5.0 MP, autofocus, LED Flash"
193,QMobile,Qmobile_Noir-I8i,"QMobile Noir I8i - Killing Machine With Outstanding Battery
QMobile openly declare Noir I8i on event of Eid-Ul-Fitar and it is a biggest surprise from this Pakistani brand for their customers. If you want some change in your life regarding to the smartphone then QMobile Noir I8i is one of the best offering from this renowned brand. As we all know that new things are added to the specifications everyday now QMobile Noir I8i's software is fully optimized and according to prevailing trends. After its optimized operating system it is time to take a look at the 5.0 inch diagonal screen of the QMobile's Noir I8i which is equipped with sharp and vibrant HD display. IPS tech is best option for this Pakistani brand that will keep the cost of production low and you will get the best devices from QMobile Noir I series filled with QMobiled spirit that will give you the Noired experience in your routine use. Under the hood you will meet the 1.2 GHz processor that power up Noir's I8i in such a way that it can easily stand against any kind of task and keep the device running smoothly. 1 GB of RAM is accompanying the processor of QMobile I8i and it provide free hand to its user to do multi-tasking. 8 GB built-in is used to store all information while a micro SD card slot is also provided inside the QMobile Noir that will help you to expand the storage up to 32 GB. 5 MP camera is fixed on the back side of the phone and it is armed with a lot of useful features that provide the QMobiles Noir I8i mind blowing photography in all kind of light conditions. 2 MP camera has taken position on front side of device. Dual SIM card slots are also given inside the Q Mobiles Noir I8i to keep you connected with your loved ones.",NULL,Gold,1.2 GHz Quad Core,144.9 x 72.1 x 9.4 mm,NULL,720 x 1280 Pixels (~294 PPI),5.0,157,7500,72,3.5,Android v6.0 Marshmallow,,,3000 mAh,"5 MP, autofocus, LED flash"
192,QMobile,Qmobile_Noir-i9i,"QMobile Noir i9i - Empower Yourself For Outrageous Performance ! 
QMobile revealed the Noir i9i which is going to place in the middle class series of this brand and as we all know that this brand is quite popular in Pakistan for its high quality  devices. QMobile Noir i9i is one of those devices which are going to rock in the mobile industry and they will became the role model for all of those brands that assemble their smartphones inside Pakistan. QMobile Noir I series gave birth to another amazing device which is full of true QMobiled spirit and soon we are going to meet such powerful device like QMobile's Noir i9i that you have never seen before in your whole life. Honestly if you want powerful device with in reasonable price then hero of our what's new is perfect choice for you. QMobile i9i looks like flagship devices and you will get the feeling that you are even using one. Specifications of this smartphone got many improvements and QMobile Noir i9i's list got lengthy and some of its prominent features includes 5.0 inch on cell display powered  by IPS panels and this setup is found in most of the devices that belongs to this family. QMobile Noir got pretty high standards and this local brand knows its worth that's why all of their devices are powered with Noired spirit and even our new device Noir's i9i is also equipped with the same kind of power. MediaTek chip is planted below the screen that transfers enormous amount of power to quad core 1.3 GHz processor of QMobiles Noir i9i. 1 GB of RAM is also attached to the setup and its function is to monitor the multi-tasking of the device and keep it safe from hanging or halt. Q Mobiles Noir i9i is available all across the Pakistan and you can buy it from your nearest market today in just 7,600 rupees.",Media Tek MT6580M,"Black, Gold",1.3 Ghz Quad Core,14.4 x 71.1 x 8.3  mm,Mali-400 MP,480 x 854 Pixels (~196 PPI),5.0,142,7600,73,0.0,Android v7.0 Nougat,,,2000 mAh,"5 MP, LED flash"
191,QMobile,Qmobile_Noir-LT550,"QMobile Noir LT550 - Stay Ahead In Race Of 4G LTE At Every Curve! 
QMobile accepted that Noir LT550 will be the their next device coming to the markets of the Pakistan. They also told that their next phone will be filled with QMobiled spirit and after using the QMobile Noir LT550 you will attached to this brand and it is impossible for you to leave this brand to go to buy some other's brand devices. After this statement it is pretty clear that QMobile Noir LT550's specifications or design got some special changes in it and may be they brought the true Noired spirit to their new device but after taking the first looks at QMobile Noir LT it is impossible to deny that just like past times something unique is on its way and definitely you will fall in love with this device. First of all take a look over specs of QMobile LT550 that how much changes we are getting in the upcoming device. First of all display of the device is the first thing to discuss which is 5.0 inch in size. QMobile's Noir LT550 brought IPS display so you can enjoy display with better colors and depth. From all edges display did not blur and picture quality of the QMobile Noir is also improved. Quad core processor is planted inside so it can perform better while running heavy tasks. 1.3 GHz is the clock speed of the processor and when it combines with 1 GB RAM of Noir's LT550 then no body can stop the heavy games from running with outstanding speed. 8 GB built in storage is available which is expandable up to 128 GB. QMobiles Noir LT550 got 5 MP camera to cover all needs of photography while to overcome the problem of selfies 2 MP camera is located on the front side of the Q Mobiles Noir LT550.",NULL,"Metallic Gold, Grey",1.3 Ghz Quad Core,N/A,NULL,NULL,5.0,0,7750,74,0.0,Android v7.0 Nougat,,,2000 mAh,"5 MP, autofocus, LED flash"
190,QMobile,Qmobile_Noir-i6-Metal-One,"QMobile Noir i6 Metal One - The Metallic Powerhouse 
QMobile presents amazingly powerful Noir i6 Metal One smartphone which is built with the latest Android Marshmallow OS so that the users can enjoy the best and smoothest android smart experience with QMobile Noir i6 Metal One smartphone without any problem. 5 inch HD IPS display is embedded to run with latest GPU so that the users can experience wide angle movie streaming and QMobile Noir i6 Metal's GPU is boosted to provide lag-less gaming experience to the users. you can take amazing selfies with wide angle smart camera of the amazingly fast QMobile Noir I series phone and the rear mounted 5MP camera is built with professional modes to facilitate the user during photography. Video-making is limited to HD by rear camera but it can be edited right from QMobile's Noir i6 Metal One smartphone. Taking user experience to next level with 3G Network support that allows the user to download and stream HD movies right from the phone. QMobile i6 is basically Noired with metal finish to give user feel of freedom and power as the phone is amazingly thin and ultra fast in performance due to its Quad-core 1.2GHz processor unit and powerful 1GB RAM that allows QMobile Noir to run all the play store applications and switch between them without any problem. 2000mAh battery is embedded to provide juice of a single day on average use and Noir's i6 can be put on QMobiled standby of two weeks without any problem. 8GB internal ROM is there to facilitate users with enough space for applications and selfies but if required, it can be expanded up-to 64GB via external card. QMobiles Noir i6 Metal One comes with metallic body and moon dust finish in amazing color variants and it is shipped with 12 months digicom warranty so that you can have a peace of mind while using your Q Mobiles Noir i6 Metal One smartphone.",NULL,Black,1.3 GHZ Quad-Core,N/a,NULL,NULL,5.0,0,7850,75,4.1,Android V6.0 (Marshmallow),,,2000 mAh,"5MP, LED flash"
189,QMobile,Qmobile_i6-Metal-2017,"QMobile i6 Metal 2017 - Stay Alive For A Whole Day Long! 
QMobile growing and i6 Metal 2017 is their ready to reap fruit which is going to break previous records of sales. Now this device is ready to ripe huge amount of profits for this brand in Pakistan. QMobile I6 Metal 2017 is full of nectar from the inside and from outside it just looks like fresh and beautiful just like fresh fruit reaped from the tree. Fresh things have higher demand that's why QMobile i6 is getting quite famous in upcoming days. As the matter of fact this series has Noired lives of peoples because this series is fully loaded with QMobiled spirit. QMobile i6 Metal's specs specifications includes some of the best component which are limited to only flagship devices. 5 inch display got IPS display panels and QMobile Metal 2017 has got the support of HD display that make the picture quality great no matter from which angle your are watching videos or playing games. QMobile's i6 Metal 2017 is planted with super sonic octa core processor that makes sure that you will stay happy while execution of commands and 1 GB of RAM of i6's Metal 2017 makes sure that all your multi tasking work fluently and you can switch task more firmly without facing any kind of hang or anything else. If you are worried about the storage then QMobiles i6 Metal 2017 has got 8 GB of internal storage which is enough to store large amount of data without any kind of problem. Native storage is accompanied with micro SD card slot too. QMobile i6 I series is full of surprises and you will see that why I am saying this. Battery power is raised to 2500 mAh and camera department of the Q Mobiles i6 Metal 2017 is also improved.",NULL,"Gold, Black & Grey",1.3 Ghz Quad Core,145.2 x 71.5 x 8.3 mm,NULL,NULL,5.0,165,7999,77,3.5,Android v7.0 Nougat,,,2500 mAh,"5 MP, autofocus, LED flash"
